PROVÍNCIA;COMARCA;MUNICIPI;SIGLES;PARTIT;VOTS;PERCENT
Tarragona;Priorat;El Lloar;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;El Lloar;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Marçà;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;177;46,95
Tarragona;Priorat;Marçà;JxCAT;JUNTS PER CATALUNYA-JUNTS;85;22,55
Tarragona;Priorat;Marçà;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);43;11,41
Tarragona;Priorat;Marçà;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;20;5,31
Tarragona;Priorat;Marçà;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;17;4,51
Tarragona;Priorat;Marçà;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;15;3,98
Tarragona;Priorat;Marçà;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7;1,86
Tarragona;Priorat;Marçà;VOX;VOX;5;1,33
Tarragona;Priorat;Marçà;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;3;0,80
Tarragona;Priorat;Marçà;PP;PARTIDO POPULAR;1;0,27
Tarragona;Priorat;Marçà;PUMJ;PER UN MÓN MÉS JUST;1;0,27
Tarragona;Priorat;Marçà;RCERO;RECORTES CERO-GRUPO VERDE;1;0,27
Tarragona;Priorat;Marçà;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Marçà;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Marçà;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Margalef;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;38;55,07
Tarragona;Priorat;Margalef;JxCAT;JUNTS PER CATALUNYA-JUNTS;14;20,29
Tarragona;Priorat;Margalef;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);11;15,94
Tarragona;Priorat;Margalef;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;5;7,25
Tarragona;Priorat;Margalef;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;1;1,45
Tarragona;Priorat;Margalef;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Margalef;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;-;-
Tarragona;Priorat;Margalef;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Margalef;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;Margalef;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Margalef;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Margalef;PP;PARTIDO POPULAR;-;-
Tarragona;Priorat;Margalef;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Margalef;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Margalef;VOX;VOX;-;-
Tarragona;Priorat;El Masroig;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;115;38,72
Tarragona;Priorat;El Masroig;JxCAT;JUNTS PER CATALUNYA-JUNTS;89;29,97
Tarragona;Priorat;El Masroig;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);34;11,45
Tarragona;Priorat;El Masroig;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;27;9,09
Tarragona;Priorat;El Masroig;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;11;3,70
Tarragona;Priorat;El Masroig;PP;PARTIDO POPULAR;11;3,70
Tarragona;Priorat;El Masroig;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;4;1,35
Tarragona;Priorat;El Masroig;VOX;VOX;4;1,35
Tarragona;Priorat;El Masroig;PUMJ;PER UN MÓN MÉS JUST;1;0,34
Tarragona;Priorat;El Masroig;CNV;CONVERGENTS;-;-
Tarragona;Priorat;El Masroig;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;El Masroig;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;El Masroig;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;El Masroig;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;El Masroig;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;El Molar;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;83;42,78
Tarragona;Priorat;El Molar;JxCAT;JUNTS PER CATALUNYA-JUNTS;43;22,16
Tarragona;Priorat;El Molar;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);28;14,43
Tarragona;Priorat;El Molar;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;13;6,70
Tarragona;Priorat;El Molar;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;12;6,19
Tarragona;Priorat;El Molar;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;8;4,12
Tarragona;Priorat;El Molar;PP;PARTIDO POPULAR;3;1,55
Tarragona;Priorat;El Molar;VOX;VOX;3;1,55
Tarragona;Priorat;El Molar;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,52
Tarragona;Priorat;El Molar;CNV;CONVERGENTS;-;-
Tarragona;Priorat;El Molar;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;El Molar;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;El Molar;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;El Molar;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;El Molar;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;La Morera de Montsant;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;37;45,12
Tarragona;Priorat;La Morera de Montsant;JxCAT;JUNTS PER CATALUNYA-JUNTS;19;23,17
Tarragona;Priorat;La Morera de Montsant;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;11;13,41
Tarragona;Priorat;La Morera de Montsant;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);8;9,76
Tarragona;Priorat;La Morera de Montsant;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;4;4,88
Tarragona;Priorat;La Morera de Montsant;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;1;1,22
Tarragona;Priorat;La Morera de Montsant;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;1,22
Tarragona;Priorat;La Morera de Montsant;PP;PARTIDO POPULAR;1;1,22
Tarragona;Priorat;La Morera de Montsant;CNV;CONVERGENTS;-;-
Tarragona;Priorat;La Morera de Montsant;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;La Morera de Montsant;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;La Morera de Montsant;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;La Morera de Montsant;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Morera de Montsant;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;La Morera de Montsant;VOX;VOX;-;-
Tarragona;Priorat;Poboleda;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;96;47,06
Tarragona;Priorat;Poboleda;JxCAT;JUNTS PER CATALUNYA-JUNTS;45;22,06
Tarragona;Priorat;Poboleda;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;24;11,76
Tarragona;Priorat;Poboleda;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);20;9,80
Tarragona;Priorat;Poboleda;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;8;3,92
Tarragona;Priorat;Poboleda;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;6;2,94
Tarragona;Priorat;Poboleda;VOX;VOX;2;0,98
Tarragona;Priorat;Poboleda;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,49
Tarragona;Priorat;Poboleda;PP;PARTIDO POPULAR;1;0,49
Tarragona;Priorat;Poboleda;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Poboleda;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Poboleda;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;Poboleda;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Poboleda;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Poboleda;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Porrera;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;153;50,16
Tarragona;Priorat;Porrera;JxCAT;JUNTS PER CATALUNYA-JUNTS;65;21,31
Tarragona;Priorat;Porrera;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;34;11,15
Tarragona;Priorat;Porrera;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);31;10,16
Tarragona;Priorat;Porrera;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;12;3,93
Tarragona;Priorat;Porrera;PP;PARTIDO POPULAR;5;1,64
Tarragona;Priorat;Porrera;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;4;1,31
Tarragona;Priorat;Porrera;CNV;CONVERGENTS;1;0,33
Tarragona;Priorat;Porrera;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Porrera;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;Porrera;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Porrera;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Porrera;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Porrera;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Porrera;VOX;VOX;-;-
Tarragona;Priorat;Pradell de la Teixeta;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;46;41,44
Tarragona;Priorat;Pradell de la Teixeta;JxCAT;JUNTS PER CATALUNYA-JUNTS;36;32,43
Tarragona;Priorat;Pradell de la Teixeta;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);10;9,01
Tarragona;Priorat;Pradell de la Teixeta;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;8;7,21
Tarragona;Priorat;Pradell de la Teixeta;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;4;3,60
Tarragona;Priorat;Pradell de la Teixeta;PP;PARTIDO POPULAR;3;2,70
Tarragona;Priorat;Pradell de la Teixeta;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;2;1,80
Tarragona;Priorat;Pradell de la Teixeta;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,90
Tarragona;Priorat;Pradell de la Teixeta;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Pradell de la Teixeta;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Pradell de la Teixeta;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Pradell de la Teixeta;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Pradell de la Teixeta;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Pradell de la Teixeta;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Pradell de la Teixeta;VOX;VOX;-;-
Tarragona;Priorat;La Torre de Fontaubella;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;47;47,96
Tarragona;Priorat;La Torre de Fontaubella;JxCAT;JUNTS PER CATALUNYA-JUNTS;18;18,37
Tarragona;Priorat;La Torre de Fontaubella;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;10;10,20
Tarragona;Priorat;La Torre de Fontaubella;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);7;7,14
Tarragona;Priorat;La Torre de Fontaubella;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;6;6,12
Tarragona;Priorat;La Torre de Fontaubella;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;4;4,08
Tarragona;Priorat;La Torre de Fontaubella;PP;PARTIDO POPULAR;3;3,06
Tarragona;Priorat;La Torre de Fontaubella;VOX;VOX;2;2,04
Tarragona;Priorat;La Torre de Fontaubella;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;1,02
Tarragona;Priorat;La Torre de Fontaubella;CNV;CONVERGENTS;-;-
Tarragona;Priorat;La Torre de Fontaubella;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;La Torre de Fontaubella;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;La Torre de Fontaubella;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;La Torre de Fontaubella;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Torre de Fontaubella;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Torroja del Priorat;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;61;54,95
Tarragona;Priorat;Torroja del Priorat;JxCAT;JUNTS PER CATALUNYA-JUNTS;19;17,12
Tarragona;Priorat;Torroja del Priorat;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);10;9,01
Tarragona;Priorat;Torroja del Priorat;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;9;8,11
Tarragona;Priorat;Torroja del Priorat;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;4;3,60
Tarragona;Priorat;Torroja del Priorat;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;2;1,80
Tarragona;Priorat;Torroja del Priorat;PP;PARTIDO POPULAR;2;1,80
Tarragona;Priorat;Torroja del Priorat;VOX;VOX;2;1,80
Tarragona;Priorat;Torroja del Priorat;CNV;CONVERGENTS;1;0,90
Tarragona;Priorat;Torroja del Priorat;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,90
Tarragona;Priorat;Torroja del Priorat;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Torroja del Priorat;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Torroja del Priorat;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Torroja del Priorat;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Torroja del Priorat;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Ulldemolins;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;138;45,54
Tarragona;Priorat;Ulldemolins;JxCAT;JUNTS PER CATALUNYA-JUNTS;86;28,38
Tarragona;Priorat;Ulldemolins;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);35;11,55
Tarragona;Priorat;Ulldemolins;PP;PARTIDO POPULAR;14;4,62
Tarragona;Priorat;Ulldemolins;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;13;4,29
Tarragona;Priorat;Ulldemolins;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;13;4,29
Tarragona;Priorat;Ulldemolins;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;3;0,99
Tarragona;Priorat;Ulldemolins;VOX;VOX;1;0,33
Tarragona;Priorat;Ulldemolins;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Ulldemolins;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Ulldemolins;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;Ulldemolins;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Ulldemolins;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Ulldemolins;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Ulldemolins;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;La Vilella Alta;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;35;44,87
Tarragona;Priorat;La Vilella Alta;JxCAT;JUNTS PER CATALUNYA-JUNTS;19;24,36
Tarragona;Priorat;La Vilella Alta;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);10;12,82
Tarragona;Priorat;La Vilella Alta;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;9;11,54
Tarragona;Priorat;La Vilella Alta;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;4;5,13
Tarragona;Priorat;La Vilella Alta;PP;PARTIDO POPULAR;1;1,28
Tarragona;Priorat;La Vilella Alta;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;-;-
Tarragona;Priorat;La Vilella Alta;CNV;CONVERGENTS;-;-
Tarragona;Priorat;La Vilella Alta;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;La Vilella Alta;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;La Vilella Alta;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;La Vilella Alta;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;La Vilella Alta;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Vilella Alta;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;La Vilella Alta;VOX;VOX;-;-
Tarragona;Priorat;La Vilella Baixa;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;62;48,82
Tarragona;Priorat;La Vilella Baixa;JxCAT;JUNTS PER CATALUNYA-JUNTS;23;18,11
Tarragona;Priorat;La Vilella Baixa;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;12;9,45
Tarragona;Priorat;La Vilella Baixa;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;11;8,66
Tarragona;Priorat;La Vilella Baixa;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);8;6,30
Tarragona;Priorat;La Vilella Baixa;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;7;5,51
Tarragona;Priorat;La Vilella Baixa;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;2;1,57
Tarragona;Priorat;La Vilella Baixa;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,79
Tarragona;Priorat;La Vilella Baixa;VOX;VOX;1;0,79
Tarragona;Priorat;La Vilella Baixa;CNV;CONVERGENTS;-;-
Tarragona;Priorat;La Vilella Baixa;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;La Vilella Baixa;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;La Vilella Baixa;PP;PARTIDO POPULAR;-;-
Tarragona;Priorat;La Vilella Baixa;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Vilella Baixa;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Ribera d'Ebre;;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;5417;43,19
Tarragona;Ribera d'Ebre;;JxCAT;JUNTS PER CATALUNYA-JUNTS;2193;17,49
Tarragona;Ribera d'Ebre;;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;2009;16,02
Tarragona;Ribera d'Ebre;;PODEMOS;UNIDAS PODEMOS;967;7,71
Tarragona;Ribera d'Ebre;;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;670;5,34
Tarragona;Ribera d'Ebre;;PP;PARTIDO POPULAR;441;3,52
Tarragona;Ribera d'Ebre;;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;410;3,27
Tarragona;Ribera d'Ebre;;VOX;VOX;234;1,87
Tarragona;Ribera d'Ebre;;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;88;0,70
Tarragona;Ribera d'Ebre;;CNV;CONVERGENTS;20;0,16
Tarragona;Ribera d'Ebre;;PCTE;PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA;9;0,07
Tarragona;Ribera d'Ebre;;RCERO;RECORTES CERO-GRUPO VERDE;7;0,06
Tarragona;Ribera d'Ebre;;IZQP;IZQUIERDA EN POSITIVO;6;0,05
Tarragona;Ribera d'Ebre;;PUMJ;POR UN MUNDO MÁS JUSTO;6;0,05
Tarragona;Ribera d'Ebre;;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;5;0,04
Tarragona;Ribera d'Ebre;;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;-;-
Tarragona;Ribera d'Ebre;Ascó;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;438;43,45
Tarragona;Ribera d'Ebre;Ascó;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);172;17,06
Tarragona;Ribera d'Ebre;Ascó;JxCAT;JUNTS PER CATALUNYA-JUNTS;124;12,30
Tarragona;Ribera d'Ebre;Ascó;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;84;8,33
Tarragona;Ribera d'Ebre;Ascó;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;84;8,33
Tarragona;Ribera d'Ebre;Ascó;PP;PARTIDO POPULAR;50;4,96
Tarragona;Ribera d'Ebre;Ascó;VOX;VOX;28;2,78
Tarragona;Ribera d'Ebre;Ascó;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;20;1,98
Tarragona;Ribera d'Ebre;Ascó;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,20
Tarragona;Ribera d'Ebre;Ascó;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,10
Tarragona;Ribera d'Ebre;Ascó;PUMJ;PER UN MÓN MÉS JUST;1;0,10
Tarragona;Ribera d'Ebre;Ascó;CNV;CONVERGENTS;-;-
Tarragona;Ribera d'Ebre;Ascó;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Ribera d'Ebre;Ascó;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Ribera d'Ebre;Ascó;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Ribera d'Ebre;Benissanet;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;302;49,27
Tarragona;Ribera d'Ebre;Benissanet;JxCAT;JUNTS PER CATALUNYA-JUNTS;129;21,04
Tarragona;Ribera d'Ebre;Benissanet;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);54;8,81
Tarragona;Ribera d'Ebre;Benissanet;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;33;5,38
Tarragona;Ribera d'Ebre;Benissanet;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;29;4,73
Tarragona;Ribera d'Ebre;Benissanet;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;28;4,57
Tarragona;Ribera d'Ebre;Benissanet;PP;PARTIDO POPULAR;20;3,26
Tarragona;Ribera d'Ebre;Benissanet;VOX;VOX;11;1,79
Tarragona;Ribera d'Ebre;Benissanet;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4;0,65
Tarragona;Ribera d'Ebre;Benissanet;CNV;CONVERGENTS;-;-
Tarragona;Ribera d'Ebre;Benissanet;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Ribera d'Ebre;Benissanet;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Ribera d'Ebre;Benissanet;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Ribera d'Ebre;Benissanet;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Ribera d'Ebre;Benissanet;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Ribera d'Ebre;Flix;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;1111;51,63
Tarragona;Ribera d'Ebre;Flix;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);311;14,45
Tarragona;Ribera d'Ebre;Flix;JxCAT;JUNTS PER CATALUNYA-JUNTS;274;12,73
Tarragona;Ribera d'Ebre;Flix;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;135;6,27
Tarragona;Ribera d'Ebre;Flix;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;98;4,55
Tarragona;Ribera d'Ebre;Flix;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;97;4,51
Tarragona;Ribera d'Ebre;Flix;PP;PARTIDO POPULAR;71;3,30
Tarragona;Ribera d'Ebre;Flix;VOX;VOX;27;1,25
Tarragona;Ribera d'Ebre;Flix;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;13;0,60
Tarragona;Ribera d'Ebre;Flix;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;5;0,23
Tarragona;Ribera d'Ebre;Flix;CNV;CONVERGENTS;2;0,09
Tarragona;Ribera d'Ebre;Flix;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Ribera d'Ebre;Flix;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Ribera d'Ebre;Flix;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Ribera d'Ebre;Flix;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Ribera d'Ebre;Garcia;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;143;47,04
